year,month,day,hr0,hr1,hr2,hr3,hr4,hr5,hr6,hr7,hr8,hr9,hr10,hr11,hr12,hr13,hr14,hr15,hr16,hr17,hr18,hr19,hr20,hr21,hr22,hr23
2018,9,4,22,20,15,16,11,8,8,13,16,20,25,31,34,33,32,31,31,31,31,29,25,27,25,26
2018,9,5,24,22,19,18,17,15,12,14,15,19,24,29,30,30,30,29,29,29,29,28,21,16,17,23
2018,9,6,23,19,15,12,12,11,9,12,14,19,29,34,34,34,37,36,33,33,30,29,25,25,17,10
2018,9,7,10,9,14,14,15,10,3,11,17,22,32,38,39,37,29,28,26,26,24,22,14,24,14,8
2018,9,8,14,19,14,25,22,13,10,16,20,22,24,29,28,30,28,28,28,26,24,19,16,13,11,10
2018,9,9,14,12,11,12,10,16,21,24,28,27,28,31,28,29,30,32,31,29,26,21,17,15,13,15
2018,9,10,12,10,15,13,9,12,10,15,23,26,29,31,32,36,38,34,30,28,26,26,19,17,12,14
2018,9,11,16,16,14,21,27,17,10,17,25,29,33,35,35,36,-9,36,37,35,34,32,27,25,23,22
2018,9,12,20,22,19,23,25,21,20,20,27,28,31,32,33,32,31,32,35,36,34,31,27,25,25,23
2018,9,13,21,19,18,17,14,14,15,14,20,28,30,31,30,30,32,34,35,34,33,30,26,25,24,22
2018,9,14,22,21,20,20,19,19,18,18,25,31,32,33,36,35,35,35,33,32,31,27,25,23,21,18
2018,9,15,17,19,20,20,19,19,18,19,27,30,31,30,30,30,30,31,31,29,28,23,23,21,20,20
2018,9,16,19,19,19,18,18,17,17,19,26,34,37,37,34,33,34,33,32,32,32,26,25,24,23,21
2018,9,17,20,19,18,13,15,15,9,15,24,29,33,36,37,38,-9,37,36,35,34,31,29,28,27,27
2018,9,18,26,26,26,26,26,26,27,29,31,32,34,31,31,32,31,29,28,28,29,22,20,18,13,10
2018,9,19,11,6,6,11,8,12,11,16,23,26,32,36,39,39,39,36,35,34,32,29,29,30,32,33
2018,9,20,35,39,40,41,41,39,37,37,38,45,51,53,57,54,-9,-9,38,39,32,28,30,35,37,38
2018,9,21,40,41,42,43,38,29,26,25,32,34,39,45,47,48,48,44,41,39,36,33,33,27,20,18
2018,9,22,14,14,19,17,13,9,20,29,25,26,29,32,35,36,37,38,41,39,36,31,30,23,15,15
2018,9,23,18,24,27,43,45,44,41,41,37,40,37,36,32,30,29,28,28,27,23,22,21,26,29,31
2018,9,24,29,24,25,22,16,18,24,26,23,25,27,30,29,29,29,30,31,30,30,30,24,22,17,12
2018,9,25,7,10,13,11,8,7,16,15,18,22,29,34,35,35,36,36,35,33,31,30,24,23,18,14
2018,9,26,9,10,7,8,4,4,3,4,12,24,25,25,33,36,38,39,39,38,35,30,20,16,13,12
2018,9,27,9,6,5,4,3,2,0,-9,15,22,26,34,37,38,40,41,41,38,36,36,34,26,27,29
2018,9,28,26,24,23,18,16,17,12,14,22,26,34,38,40,42,43,43,41,41,41,36,35,34,35,32
2018,9,29,33,32,30,28,25,23,24,25,32,33,31,33,35,32,31,30,29,27,24,25,20,18,13,14
2018,9,30,12,11,10,8,8,6,5,8,17,24,30,33,34,35,33,31,30,30,27,26,21,17,19,18
2018,10,1,18,17,18,17,16,16,16,18,25,32,32,34,36,37,31,28,28,28,26,22,17,16,18,16
2018,10,2,14,16,16,14,11,8,12,14,17,25,30,30,31,29,26,24,24,23,20,21,20,20,20,19
2018,10,3,19,17,14,13,10,10,8,5,5,7,14,19,21,22,23,23,21,17,14,10,5,4,7,12
2018,10,4,14,10,11,20,23,22,21,19,18,16,20,26,30,30,30,30,29,29,26,25,21,21,22,20
2018,10,5,30,32,31,24,16,11,10,13,11,18,24,32,34,35,34,33,33,29,26,20,16,12,10,6
2018,10,6,7,6,6,6,4,5,6,8,17,28,29,29,32,34,37,36,34,32,25,20,16,16,13,11
2018,10,7,11,10,10,9,8,7,8,10,15,27,35,38,40,42,42,38,37,30,23,27,27,28,28,28
2018,10,8,28,27,26,24,24,24,23,24,24,35,41,45,46,43,38,34,33,32,28,22,22,26,27,24
2018,10,9,21,13,17,15,11,9,5,10,12,18,22,28,33,39,42,40,37,34,32,30,20,15,11,11
2018,10,10,11,13,22,22,30,28,25,21,21,26,29,30,32,33,31,30,30,30,29,28,28,29,26,15
2018,10,11,15,15,13,14,12,14,15,15,20,27,33,33,36,38,38,37,36,36,35,26,24,20,18,16
2018,10,12,16,16,15,15,14,15,16,18,25,36,44,48,53,54,55,55,50,43,33,29,33,34,34,33
2018,10,13,33,33,33,33,32,31,29,25,26,29,32,38,42,44,42,39,38,36,34,33,30,27,22,18
2018,10,14,15,17,20,20,22,24,24,25,26,33,35,37,39,38,37,38,37,37,34,25,22,19,18,17
2018,10,15,19,14,12,16,20,23,23,25,27,32,41,47,54,54,52,52,42,35,32,27,29,34,35,36
2018,10,16,37,36,36,36,36,35,35,33,36,41,47,47,47,48,47,46,43,38,31,33,32,32,32,32
2018,10,17,33,33,33,33,28,23,14,14,22,32,35,39,45,39,39,39,38,37,32,29,28,30,23,16
2018,10,18,11,14,16,13,19,26,26,20,19,25,36,35,36,41,43,42,41,40,36,29,26,25,27,30
2018,10,19,29,32,33,35,37,37,37,36,38,41,50,49,55,58,59,54,43,45,32,38,40,40,39,39
2018,10,20,39,38,37,36,34,33,31,31,29,32,44,48,53,54,47,43,43,42,37,26,21,25,28,23
2018,10,21,18,20,30,34,33,34,32,33,33,31,32,35,39,39,40,42,39,38,31,27,20,16,16,11
2018,10,22,14,19,20,21,22,20,14,16,23,27,34,37,36,39,40,40,41,38,30,25,23,19,16,15
2018,10,23,16,17,12,17,20,19,21,22,27,35,37,38,40,40,40,39,38,35,30,21,19,19,19,16
2018,10,24,17,19,22,22,24,24,26,27,20,35,43,43,46,43,39,33,31,30,23,24,22,18,18,20
2018,10,25,22,25,26,27,27,25,15,13,27,29,36,39,45,47,44,36,35,38,30,26,27,27,28,29
2018,10,26,29,30,31,32,32,32,31,31,33,36,47,52,52,49,43,49,38,33,24,31,23,27,29,28
2018,10,27,27,27,27,26,26,26,25,25,24,28,46,47,39,27,22,19,18,15,11,10,10,10,5,9
2018,10,28,8,11,10,13,9,10,12,11,14,16,20,22,20,20,20,20,20,20,21,16,14,11,12,12
2018,10,29,12,13,14,14,15,16,17,17,19,23,31,38,38,39,40,40,39,34,25,27,25,24,23,22
2018,10,30,20,20,21,21,22,21,21,18,19,24,34,38,40,39,39,39,35,32,26,27,26,27,27,28
2018,10,31,27,28,28,27,27,27,25,26,25,29,37,41,43,44,46,48,41,27,31,33,33,31,31,29
2018,11,1,28,26,25,24,23,23,23,22,22,22,28,37,40,42,43,46,44,42,32,29,30,29,30,29
2018,11,2,29,29,28,28,27,26,23,25,26,29,37,41,43,35,34,39,32,28,24,25,25,27,28,29
2018,11,3,29,30,30,30,29,29,28,27,27,28,37,45,47,50,54,56,40,29,37,43,42,40,39,38
2018,11,4,37,36,35,31,29,32,33,33,34,37,37,33,36,36,37,38,36,30,22,26,26,24,19,22
2018,11,5,23,16,19,22,22,21,20,20,22,24,38,42,42,43,40,42,38,34,26,28,29,30,31,32
2018,11,6,32,33,33,34,33,33,31,31,31,33,42,44,46,50,52,51,37,29,27,28,34,35,36,35
2018,11,7,35,34,34,34,33,33,32,33,33,32,40,45,46,45,47,44,35,38,28,32,30,32,33,34
2018,11,8,32,33,32,31,31,30,25,30,28,30,39,41,44,45,46,46,43,35,31,34,32,32,31,31
2018,11,9,31,32,32,33,34,34,35,34,34,35,39,49,51,52,53,53,52,52,38,41,39,38,37,37
2018,11,10,38,38,38,38,38,39,39,39,40,38,39,48,61,60,60,59,50,46,40,42,42,43,44,45
2018,11,11,45,44,45,44,45,45,44,43,43,44,44,54,55,57,60,59,58,50,44,44,42,40,41,41
2018,11,12,41,41,41,42,42,42,42,41,42,43,46,53,58,59,57,56,53,41,42,43,43,43,43,43
2018,11,13,43,43,42,41,41,41,38,39,39,34,36,44,51,50,48,47,46,40,39,38,38,38,39,39
2018,11,14,39,40,40,40,40,41,41,40,42,44,49,53,52,52,57,60,58,48,45,46,44,44,43,43
2018,11,15,43,43,43,43,43,43,42,41,39,39,40,55,55,55,56,56,56,41,40,40,37,39,38,38
2018,11,16,38,38,38,37,37,37,36,35,35,36,38,48,49,49,52,62,54,48,32,32,27,26,24,29
2018,11,17,29,28,25,27,26,30,30,27,23,32,42,45,48,49,50,48,48,35,23,20,23,19,25,33
2018,11,18,34,32,26,22,16,13,11,17,21,29,33,42,45,46,47,49,48,38,26,29,23,22,22,23
2018,11,19,25,26,27,26,29,31,31,32,32,32,36,46,47,47,46,45,41,33,29,31,30,30,30,30
2018,11,20,27,27,28,27,29,29,27,28,28,28,41,49,49,47,46,46,43,37,32,32,30,27,26,25
2018,11,21,25,20,18,17,13,13,10,12,18,31,32,29,26,29,29,24,19,17,9,8,5,6,10,10
2018,11,22,12,12,12,12,11,10,8,8,8,15,23,36,37,37,37,37,30,19,16,14,12,12,13,14
2018,11,23,15,15,14,13,14,13,7,4,4,11,22,22,32,32,32,32,24,15,14,10,8,6,7,7
2018,11,24,8,17,20,17,9,10,12,16,28,30,30,30,31,31,31,31,31,26,25,14,8,5,4,3
2018,11,25,5,8,13,14,11,9,8,6,9,16,25,24,27,32,30,31,29,22,17,11,9,7,7,8
2018,11,26,9,10,10,11,12,13,12,12,15,20,25,32,35,32,33,30,28,32,22,18,16,10,7,7
2018,11,27,7,7,3,6,6,6,7,7,5,13,28,33,35,35,34,31,28,26,18,16,16,13,11,7
2018,11,28,5,5,8,8,7,10,9,6,13,14,25,29,28,27,28,24,16,10,7,11,24,28,27,23
2018,11,29,20,35,41,40,41,40,39,38,39,39,38,40,41,40,38,39,41,40,39,41,37,37,33,36
2018,11,30,37,36,34,35,35,34,34,30,27,36,36,37,37,36,36,36,35,25,20,18,15,17,13,14
2018,12,1,14,13,10,11,11,10,11,11,12,14,27,37,40,38,35,30,24,21,18,15,16,17,15,16
2018,12,2,14,10,12,16,15,11,11,11,12,17,30,35,38,39,38,36,31,19,19,16,13,14,13,13
2018,12,3,13,13,14,14,14,14,13,13,15,19,25,32,32,33,34,33,21,16,18,19,16,16,16,14
2018,12,4,9,12,16,17,14,14,9,10,6,11,16,21,25,29,23,13,12,8,9,5,40,39,37,35
2018,12,5,29,37,36,34,33,30,30,24,23,26,29,30,30,27,26,20,11,7,5,7,9,9,8,6
2018,12,6,7,10,10,7,6,8,7,8,7,7,24,28,29,31,33,31,26,20,17,15,13,12,11,11
2018,12,7,11,11,14,9,11,11,12,11,12,15,19,-9,-9,-9,34,32,29,26,16,13,12,12,11,10
2018,12,8,11,10,11,11,10,10,11,12,15,17,21,28,32,34,34,32,29,18,19,17,16,14,13,12
2018,12,9,12,12,12,13,13,13,15,14,15,15,23,24,31,33,36,35,31,24,21,18,11,14,10,12
2018,12,10,13,14,15,14,13,15,16,16,16,17,25,32,34,35,35,32,29,26,19,17,15,11,10,9
2018,12,11,8,7,7,7,7,8,8,8,9,11,19,30,33,33,33,30,28,20,18,17,16,16,15,14
2018,12,12,13,15,15,15,16,16,14,13,8,15,28,33,33,33,32,29,28,30,19,18,14,14,14,13
2018,12,13,15,17,18,20,21,22,21,20,20,21,23,30,33,35,35,33,28,22,20,21,21,20,20,18
2018,12,14,17,18,16,17,16,14,21,24,24,30,38,42,40,40,41,38,29,24,23,21,17,20,17,17
2018,12,15,16,17,16,15,15,15,14,14,14,17,25,34,35,35,35,34,31,18,15,15,15,8,8,11
2018,12,16,9,9,8,6,8,9,8,6,8,11,11,15,16,30,34,34,30,19,17,16,16,23,20,17
2018,12,17,12,32,40,36,31,26,20,13,18,20,33,37,38,37,37,38,34,24,17,19,15,12,10,9
2018,12,18,8,8,7,7,7,8,8,8,10,14,21,29,35,38,37,35,28,15,19,19,17,16,14,13
2018,12,19,13,12,11,12,13,14,14,12,12,12,20,30,30,30,29,28,24,16,16,15,16,17,16,14
2018,12,20,15,15,16,15,15,14,14,15,15,18,18,25,26,28,26,24,24,23,15,15,13,10,8,8
2018,12,21,8,8,7,8,7,6,4,6,8,12,20,-9,31,32,32,33,31,30,29,25,15,12,10,6
2018,12,22,5,6,6,5,4,4,4,4,5,8,16,20,24,27,27,26,29,28,23,19,17,16,11,6
2018,12,23,4,5,6,7,6,7,7,8,6,10,13,30,35,39,43,34,30,29,21,22,19,20,19,20
2018,12,24,19,19,18,14,17,17,17,14,14,17,17,19,25,27,32,32,30,36,38,37,39,37,35,32
2018,12,25,36,39,40,38,36,33,31,25,19,26,33,35,35,35,34,33,32,25,22,19,16,15,12,10
2018,12,26,10,9,9,7,8,8,7,8,9,13,18,23,26,30,31,30,21,13,16,14,13,14,15,16
2018,12,27,14,13,12,8,6,5,6,3,4,14,27,31,34,34,36,36,37,35,33,32,29,24,24,23
2018,12,28,21,18,19,20,19,20,17,18,21,20,29,36,36,37,39,37,32,21,23,22,22,21,21,21
2018,12,29,22,22,22,22,21,21,21,20,20,22,26,33,37,39,38,36,34,29,23,23,20,17,18,18
2018,12,30,18,18,15,10,15,16,11,9,14,16,26,28,30,32,31,29,30,29,25,31,40,41,39,39
2018,12,31,40,39,37,28,21,18,10,8,11,18,32,35,36,37,38,38,36,33,30,26,23,23,23,22
2019,1,1,22,21,21,21,21,20,20,20,21,24,29,34,36,36,37,34,33,25,21,23,22,21,21,21
2019,1,2,20,20,21,20,20,20,21,20,21,20,27,34,38,39,39,37,32,24,18,21,21,21,21,20
2019,1,3,20,20,21,22,21,21,21,19,20,21,23,33,34,35,36,34,30,28,23,21,20,19,20,15
2019,1,4,17,18,19,18,17,16,16,15,11,15,23,-9,34,34,35,35,34,30,21,15,16,14,15,17
2019,1,5,17,17,18,18,15,17,15,33,37,31,27,42,40,38,33,40,34,27,26,24,21,20,19,18
2019,1,6,17,15,16,15,15,14,15,16,18,18,22,26,33,36,36,35,33,36,34,35,38,39,38,38
2019,1,7,37,35,35,28,17,16,11,9,14,17,17,26,28,28,27,24,18,19,10,7,2,1,2,1
2019,1,8,1,2,4,5,6,7,7,8,9,-9,10,11,20,26,26,24,24,20,16,13,14,16,36,38
2019,1,9,34,25,18,22,18,16,13,6,8,17,21,25,30,35,39,39,35,25,16,20,17,16,14,13
2019,1,10,14,13,12,12,12,11,11,10,11,17,21,29,26,28,31,31,26,23,11,12,8,7,8,8
2019,1,11,7,7,9,10,11,12,10,2,2,3,9,27,32,36,33,26,25,23,20,18,20,17,23,24
2019,1,12,28,25,22,25,24,17,11,9,6,16,21,33,34,33,34,33,33,27,19,13,19,17,10,13
2019,1,13,12,10,10,11,10,11,11,11,11,8,8,11,23,30,32,32,24,14,11,12,10,11,8,9
2019,1,14,9,10,23,30,33,36,37,32,29,31,40,41,39,36,33,33,28,16,14,13,12,16,16,11
2019,1,15,15,9,19,10,9,9,6,3,6,26,30,32,34,35,35,40,40,34,30,30,32,28,16,17
2019,1,16,15,13,15,10,15,16,36,38,35,36,37,36,35,29,31,30,32,34,35,36,34,33,33,41
2019,1,17,39,32,26,31,26,23,22,23,18,20,28,27,28,34,23,24,22,13,8,9,8,9,9,5
2019,1,18,6,6,6,5,5,5,5,5,7,14,20,33,36,35,36,36,28,16,10,13,12,12,13,11
2019,1,19,9,9,10,10,9,8,9,9,9,11,12,19,22,22,23,25,30,29,19,18,15,10,7,7
2019,1,20,5,3,4,5,2,4,3,1,3,3,7,19,28,29,32,36,40,42,40,41,40,36,41,39
2019,1,21,38,38,39,38,37,32,26,18,23,26,36,41,42,41,41,41,39,29,27,25,17,13,13,13
2019,1,22,12,11,12,11,11,12,13,10,11,13,21,29,35,35,36,36,32,21,21,15,20,19,18,19
2019,1,23,19,19,19,20,19,19,19,18,18,18,25,29,35,36,35,33,32,19,19,19,17,17,17,18
2019,1,24,15,17,18,19,19,18,18,17,17,19,21,28,38,36,37,36,34,29,20,17,18,18,19,20
2019,1,25,21,21,21,22,24,24,24,23,24,28,29,33,38,40,36,36,35,26,24,22,22,22,23,25
2019,1,26,25,26,26,26,26,26,25,23,23,20,23,29,34,37,37,34,30,17,20,21,22,21,23,23
2019,1,27,23,23,23,23,23,24,25,24,25,25,28,32,39,41,42,39,39,33,25,25,24,24,23,23
2019,1,28,24,24,24,24,24,24,24,23,24,21,23,31,36,30,27,26,24,19,10,15,16,12,9,8
2019,1,29,11,7,7,12,15,14,10,8,9,14,19,24,27,31,32,27,27,25,18,12,12,9,11,12
2019,1,30,13,9,8,10,7,5,3,11,15,17,19,27,28,28,31,32,32,29,21,21,20,14,14,13
2019,1,31,24,24,23,21,16,11,10,4,5,12,24,27,27,28,31,28,24,15,12,7,3,2,3,1
2019,2,1,3,3,4,5,3,5,5,6,4,6,11,13,16,32,41,42,43,41,41,40,37,37,37,37
2019,2,2,36,36,33,32,42,51,48,44,35,36,38,39,41,41,41,42,41,42,42,41,36,41,39,40
2019,2,3,40,39,40,35,39,40,40,40,41,40,38,38,36,38,41,39,34,24,23,28,27,28,23,17
2019,2,4,22,25,32,41,38,38,38,33,32,39,41,41,39,42,42,43,42,38,31,33,34,40,37,40
2019,2,5,37,36,38,35,39,37,30,26,28,35,32,35,37,36,35,37,38,30,18,21,19,18,16,15
2019,2,6,14,13,12,12,8,7,7,6,9,14,32,40,41,38,38,38,36,34,25,22,23,22,18,15
2019,2,7,15,14,13,12,12,11,11,10,12,16,29,38,38,38,38,38,37,34,37,32,20,19,16,14
2019,2,8,12,14,12,11,11,11,10,13,13,24,30,38,39,36,29,28,28,31,27,25,22,20,16,26
2019,2,9,24,22,22,21,19,18,18,15,18,22,32,38,40,41,41,41,40,35,31,23,26,29,35,38
2019,2,10,40,41,42,42,42,44,45,45,43,41,44,46,46,46,45,43,42,39,30,22,22,19,18,16
2019,2,11,14,13,10,12,11,12,12,12,16,23,33,39,39,39,39,40,39,35,23,25,21,19,18,17
2019,2,12,17,15,17,16,16,16,16,16,15,17,21,24,29,36,35,36,35,33,26,27,45,49,52,52
2019,2,13,52,51,49,49,45,44,43,39,39,40,-9,-9,-9,-9,-9,40,39,37,27,22,20,29,38,39
2019,2,14,39,37,36,37,32,31,31,36,35,39,42,44,46,45,42,41,41,37,29,35,36,31,29,33
2019,2,15,34,36,35,32,27,41,34,32,32,35,42,42,41,38,39,40,41,42,31,28,27,25,26,27
2019,2,16,25,25,27,28,27,25,28,27,28,33,38,40,40,39,39,39,38,34,35,32,24,24,24,31
2019,2,17,34,29,27,25,28,30,36,39,39,39,39,42,42,42,42,43,42,41,40,38,30,24,22,18
2019,2,18,16,15,13,11,11,9,8,7,11,22,35,38,39,39,40,40,39,36,24,21,22,20,20,19
2019,2,19,19,18,18,18,18,18,17,17,18,24,34,38,40,42,41,41,41,38,26,22,21,22,23,22
2019,2,20,23,22,18,17,17,21,33,33,33,35,38,38,40,42,43,43,43,41,40,39,39,39,39,39
2019,2,21,38,36,35,34,32,26,16,16,16,27,34,36,37,38,39,38,38,36,31,26,21,23,22,20
2019,2,22,19,19,19,16,17,17,17,16,19,24,35,37,41,41,42,42,40,39,33,28,26,24,22,21
2019,2,23,20,20,19,19,20,19,20,19,21,27,36,42,39,40,40,40,40,38,34,26,23,21,12,12
2019,2,24,13,12,12,14,14,14,12,13,15,24,37,38,39,41,41,41,40,40,39,32,24,25,24,17
2019,2,25,14,15,15,14,10,11,10,6,14,30,36,37,36,37,39,39,39,36,32,33,29,21,26,21
2019,2,26,18,17,21,24,26,22,22,21,32,34,37,37,37,36,37,36,33,37,39,39,38,37,37,35
2019,2,27,31,34,37,37,33,24,18,20,32,37,37,37,37,36,35,35,36,37,32,25,19,15,12,12
2019,2,28,14,33,37,39,38,38,37,36,39,41,39,38,39,39,38,39,40,41,42,41,40,39,36,30
2019,3,1,24,20,16,19,20,21,23,22,20,18,23,28,28,29,30,30,29,31,30,27,25,22,19,15
2019,3,2,11,11,12,11,13,14,16,16,38,43,38,41,37,35,35,37,38,34,32,30,30,28,18,12
2019,3,3,9,12,10,9,10,11,9,21,31,33,33,33,33,33,32,32,33,36,34,35,36,35,35,36
2019,3,4,30,24,23,21,17,19,19,17,18,23,45,44,43,42,41,40,39,38,35,30,21,19,17,16
2019,3,5,12,12,9,9,8,7,5,5,8,11,14,20,38,37,34,28,33,36,36,36,37,38,36,39
2019,3,6,41,42,43,44,46,42,33,32,28,37,42,46,43,41,41,40,41,38,35,37,35,34,29,24
2019,3,7,22,21,22,22,17,16,17,17,19,35,39,38,40,41,41,41,42,39,37,29,26,30,26,24
2019,3,8,21,21,30,28,28,27,22,20,25,34,38,40,39,40,41,41,42,41,33,26,24,20,18,16
2019,3,9,15,14,13,14,14,14,13,15,22,38,41,42,40,38,37,36,37,36,38,31,29,21,23,25
2019,3,10,25,24,22,22,23,21,21,20,26,31,43,45,45,43,44,43,43,45,41,36,30,27,21,20
2019,3,11,19,18,16,16,15,13,12,14,17,27,34,39,42,42,42,43,42,40,33,24,22,17,16,14
2019,3,12,14,12,12,12,12,13,14,13,16,36,43,42,39,43,46,46,45,45,44,43,42,40,39,29
2019,3,13,20,20,16,12,13,10,10,14,19,33,39,41,43,45,-9,30,41,40,31,26,24,22,22,22
2019,3,14,21,22,22,23,23,22,22,22,28,36,43,45,47,48,48,49,50,47,43,33,29,26,25,25
2019,3,15,24,25,25,25,24,23,22,23,23,33,44,47,47,48,50,51,47,46,39,30,28,26,25,26
2019,3,16,26,25,25,25,26,27,26,28,32,39,50,52,50,52,55,56,49,43,41,35,30,28,27,28
2019,3,17,29,28,28,28,27,27,26,27,32,36,48,49,50,53,54,53,48,42,43,30,29,28,27,26
2019,3,18,27,30,29,30,30,29,29,29,33,42,41,42,40,39,38,41,40,39,38,37,35,33,33,29
2019,3,19,22,16,11,13,12,16,15,17,17,24,30,38,38,38,38,42,54,56,52,47,52,51,37,29
2019,3,20,23,24,20,21,20,23,17,22,26,38,45,48,48,49,49,49,48,48,42,32,25,19,17,15
2019,3,21,15,14,14,12,13,12,10,9,14,32,44,48,47,47,47,45,45,44,38,29,25,19,16,17
2019,3,22,15,16,16,15,19,17,15,17,18,21,37,41,41,41,40,40,39,36,33,24,18,14,9,8
2019,3,23,8,13,13,17,19,16,16,16,23,32,41,46,46,46,46,46,46,47,37,29,25,22,20,18
2019,3,24,16,15,16,15,16,16,17,20,27,38,45,44,45,45,45,45,44,44,39,31,24,21,21,19
2019,3,25,20,15,10,12,12,13,14,14,23,34,44,53,48,47,46,47,51,55,52,38,36,34,31,28
2019,3,26,34,38,38,42,38,37,37,37,34,34,33,35,39,41,40,38,37,35,30,26,18,15,25,27
2019,3,27,32,39,42,42,42,37,39,42,42,43,44,45,44,41,42,42,42,40,35,33,28,26,21,20
2019,3,28,18,16,16,16,16,16,17,18,27,39,44,44,44,45,44,-9,45,43,41,36,29,25,23,21
2019,3,29,19,18,18,16,14,12,11,15,26,41,45,47,48,48,46,46,46,44,39,33,30,25,22,18
2019,3,30,15,14,15,14,14,14,14,17,26,37,42,43,45,43,42,42,43,40,31,27,22,19,19,18
2019,3,31,18,18,19,18,17,18,19,23,27,41,43,43,45,46,44,43,39,41,35,28,26,23,23,24
2019,4,1,24,24,24,25,25,25,25,24,26,34,38,36,40,36,34,33,33,32,43,42,38,34,32,31
2019,4,2,26,23,19,18,20,16,16,19,29,29,32,33,35,35,32,32,33,33,32,30,28,28,18,13
2019,4,3,12,14,13,14,14,14,10,12,23,27,29,32,33,36,36,36,35,34,35,35,32,31,30,28
2019,4,4,25,22,17,14,9,15,16,13,20,23,26,29,31,32,34,35,34,32,30,24,16,14,10,9
2019,4,5,9,6,7,7,9,9,6,9,12,16,16,16,24,32,39,41,41,36,31,25,15,13,12,10
2019,4,6,10,8,8,8,9,5,4,10,19,28,34,38,39,40,40,41,43,41,39,34,25,17,14,20
2019,4,7,21,18,12,8,7,4,4,7,16,30,32,36,37,38,34,31,29,27,25,23,17,13,11,9
2019,4,8,9,6,7,7,8,8,7,7,9,19,27,28,23,23,22,23,23,21,18,16,13,10,22,28
2019,4,9,37,40,40,41,41,37,40,39,45,47,46,-9,-9,45,45,44,44,44,43,40,38,36,31,22
2019,4,10,18,15,16,14,13,11,9,14,26,33,37,41,41,43,41,42,40,39,35,31,23,20,19,19
2019,4,11,18,14,15,16,9,14,14,12,15,37,44,46,43,43,43,42,42,40,40,41,40,40,40,40
2019,4,12,41,40,40,39,39,32,24,33,34,36,39,40,40,40,39,40,41,39,35,27,22,18,15,13
2019,4,13,12,10,12,10,10,9,14,24,31,37,39,42,48,49,51,45,49,38,36,34,24,19,11,11
2019,4,14,12,14,10,16,12,18,18,22,26,33,38,37,37,35,33,32,35,35,36,31,21,21,15,12
2019,4,15,10,9,8,8,5,5,6,12,32,42,48,46,47,48,46,46,45,45,37,31,26,23,20,16
2019,4,16,14,10,8,10,21,31,27,30,35,38,40,41,42,42,41,42,42,42,37,27,20,16,12,10
2019,4,17,9,9,9,8,9,10,9,12,21,30,34,37,38,40,40,39,38,36,35,33,22,18,15,15
2019,4,18,16,16,17,16,14,15,18,24,28,42,44,46,50,46,36,35,33,28,27,23,19,15,12,8
2019,4,19,5,11,15,18,19,19,20,16,21,32,28,29,31,32,32,36,34,33,32,32,30,29,27,25
2019,4,20,23,20,20,20,17,18,16,19,23,26,29,36,41,42,42,42,43,43,44,43,42,41,41,41
2019,4,21,39,38,38,37,30,24,20,28,31,33,35,38,38,37,37,38,37,37,38,37,25,21,17,11
2019,4,22,11,9,6,8,7,9,11,17,19,27,38,42,43,44,41,39,34,36,33,33,25,20,26,27
2019,4,23,30,30,30,29,28,27,27,24,32,42,49,51,53,57,55,52,52,49,41,37,35,34,32,32
2019,4,24,33,32,32,32,32,24,14,17,28,34,35,31,30,30,33,33,32,31,28,24,20,18,11,6
2019,4,25,5,10,17,11,11,12,9,10,13,19,27,33,34,34,34,34,35,35,34,35,32,26,17,9
2019,4,26,12,11,7,3,1,1,2,9,18,21,25,34,35,36,36,37,36,35,32,30,25,24,22,18
2019,4,27,15,15,13,15,17,18,14,14,15,21,28,32,34,35,35,35,35,36,35,35,30,29,29,29
2019,4,28,24,22,19,16,14,12,11,17,29,34,34,37,40,39,40,40,39,39,38,39,37,38,36,35
2019,4,29,33,32,30,29,27,27,28,27,30,33,35,37,40,39,39,39,39,38,37,37,35,35,34,33
2019,4,30,33,33,31,30,28,27,25,24,24,32,40,41,41,42,42,42,42,42,41,39,41,40,30,24
2019,5,1,20,17,14,14,14,15,18,19,31,36,40,43,46,46,44,46,46,46,44,35,31,29,28,27
2019,5,2,28,28,28,28,27,27,28,31,38,48,51,46,45,51,53,50,48,42,38,33,34,33,33,34
2019,5,3,36,36,35,34,31,20,22,30,32,36,42,47,48,45,47,43,42,43,40,38,27,24,21,19
2019,5,4,19,18,20,14,21,21,24,29,31,35,39,41,41,42,42,43,43,43,42,43,43,36,40,42
2019,5,5,39,36,35,38,36,34,37,37,36,42,45,45,45,44,43,41,41,39,38,37,37,31,24,21
2019,5,6,20,26,27,28,25,23,22,27,34,36,36,36,35,36,35,34,33,32,34,35,33,29,29,27
2019,5,7,27,28,27,25,23,17,17,23,26,24,26,32,33,33,33,34,34,33,34,34,33,32,32,31
2019,5,8,28,29,28,28,26,26,26,25,24,25,27,30,31,31,31,34,35,35,33,32,32,29,29,29
2019,5,9,28,26,25,22,22,20,13,14,19,24,27,27,28,29,31,34,36,35,34,34,33,32,32,29
2019,5,10,26,31,29,30,28,30,30,31,30,31,33,35,36,36,36,34,34,35,36,34,29,26,28,28
2019,5,11,24,21,17,12,7,6,9,19,32,41,40,42,43,44,41,39,39,40,40,38,36,33,32,30
2019,5,12,25,24,22,19,16,13,11,14,24,32,35,35,35,35,33,32,32,33,33,32,29,21,14,9
2019,5,13,9,12,13,16,19,19,19,14,22,28,30,33,32,33,35,33,34,33,33,31,30,24,24,25
